Time (Milliseconds), Device Number(1:MW,2:MS,3:BB), Signal Quality(0-100), Story Average Attention (0-100), Chapter Attention Value, Current Attention Value, Chapter(0,1,2), Page, Tier(0,1,2), Mode
83992, 2, 100, 0, 0, 0, 0, 2, 1, 3
85482, 2, 100, 0, 0, 0, 0, 2, 1, 3
86885, 2, 100, 20.25, 20.25, 34, 0, 2, 1, 3
88237, 2, 100, 25.6, 25.6, 47, 0, 2, 1, 3
89603, 2, 100, 32.3333, 32.3333, 66, 0, 2, 1, 3
90966, 2, 100, 41.75, 41.75, 77, 0, 2, 1, 3
92314, 2, 87, 41.75, 41.75, 77, 0, 2, 1, 3
93658, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
95130, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
96559, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
97905, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
99249, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
100592, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
101940, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
103285, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
104693, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
106175, 2, 87.5, 41.75, 41.75, 77, 0, 2, 1, 3
107522, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
108885, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
110233, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
111579, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
112932, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
114307, 2, 74.5, 41.75, 41.75, 77, 0, 2, 1, 3
115776, 2, 87, 41.75, 41.75, 77, 0, 2, 1, 3
117149, 2, 100, 41.75, 41.75, 77, 0, 2, 1, 3
118499, 2, 100, 37.1111, 37.1111, 0, 0, 2, 1, 3
119840, 2, 100, 35.2727, 35.2727, 54, 0, 2, 1, 3
121200, 2, 100, 33.75, 33.75, 17, 0, 2, 1, 3
122548, 2, 100, 31.2308, 31.2308, 1, 0, 2, 1, 3
123891, 2, 100, 27.3333, 27.3333, 3, 0, 2, 1, 3
125376, 2, 100, 26.4375, 26.4375, 13, 0, 2, 1, 3
126794, 2, 100, 30.5556, 30.5556, 84, 0, 2, 1, 3
128147, 2, 100, 33.2105, 33.2105, 81, 0, 2, 1, 3
129493, 2, 100, 35.75, 35.75, 84, 0, 2, 1, 3
130851, 2, 100, 38.4545, 38.4545, 54, 0, 2, 1, 3
132203, 2, 100, 37.8261, 37.8261, 24, 0, 2, 1, 3
133568, 2, 100, 36.6667, 36.6667, 10, 0, 2, 1, 3
135030, 2, 100, 36.2308, 36.2308, 41, 0, 2, 1, 3
136485, 2, 100, 36.3704, 36.3704, 40, 0, 2, 1, 3
137836, 2, 100, 36.2759, 36.2759, 30, 0, 2, 1, 3
File closed due to inactivity...
