Time (Milliseconds), Device Number(1:MW,2:MS,3:BB), Signal Quality(0-100), Story Average Attention (0-100), Chapter Attention Value, Current Attention Value, Chapter(0,1,2), Page, Tier(0,1,2), Mode
14613, 2, 100, 50, 50, 50, 0, 0, 1, 2
15639, 2, 100, 27.3333, 27.3333, 16, 0, 2, 1, 3
17089, 2, 87, 27.3333, 27.3333, 16, 0, 2, 1, 3
18522, 2, 100, 30.75, 30.75, 41, 0, 2, 1, 3
19949, 2, 100, 34, 34, 47, 0, 3, 1, 3
21373, 2, 100, 40, 40, 47, 0, 4, 1, 3
22803, 2, 100, 42, 42, 56, 0, 5, 1, 3
24233, 2, 100, 44.3333, 44.3333, 63, 0, 5, 1, 3
25663, 2, 100, 44.0909, 44.0909, 48, 0, 5, 1, 3
27085, 2, 74.5, 44.0909, 44.0909, 48, 0, 5, 1, 3
28607, 2, 73, 44.0909, 44.0909, 48, 0, 5, 1, 3
30550, 2, 87.5, 44.0909, 44.0909, 48, 0, 5, 1, 3
31984, 2, 87.5, 44.0909, 44.0909, 48, 0, 5, 1, 3
